"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1993",5.547,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1994",5.343,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",5.372,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",5.566,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",5.394,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",5.616,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",5.836,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",5.311,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",5.226,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",5.123,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",5.124,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",5.036,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",4.904,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",5.179,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",5.335,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",5.907,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",6.483,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",6.61,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",6.646,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",6.336,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",6.352,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",6.256,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",6.191,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",6.07,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",5.982,
"NZL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2018",5.978,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1965",3.105,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1966",2.768,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1967",2.609,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1968",2.676,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1969",2.717,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1970",2.392,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1971",2.09,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1972",2.166,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1973",2.223,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1974",2.693,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1975",2.312,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1976",1.955,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1977",1.88,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1978",1.83,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1979",1.859,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1980",1.719,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1981",1.715,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1982",1.731,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1983",1.79,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1984",1.872,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1985",1.935,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1986",2.089,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1987",2.457,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1988",2.799,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1989",2.944,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1990",2.945,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1991",2.875,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1992",2.901,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1993",2.705,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1994",2.731,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",2.814,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",2.797,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",2.668,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",2.383,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",2.456,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",2.303,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",2.428,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",2.443,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",2.548,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",2.589,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",2.56,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",2.715,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",2.8,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",2.758,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",2.906,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",2.841,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",2.792,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",2.869,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",3.039,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",3.153,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",2.969,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",3.249,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",3.343,
"NOR","TAXPROPERTY","TOT","PC_TOT_TAX","A","2018",3.314,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1991",3.933,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1992",3.476,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1993",3.443,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1994",3.359,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",3.462,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",3.578,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",3.74,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",3.891,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",4.136,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",4.302,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",5.081,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",4.933,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",4.682,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",4.666,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",4.51,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",4.302,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",4.163,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",4.177,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",4.306,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",4.2,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",4.026,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",4.16,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",4.368,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",4.376,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",4.23,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",4.103,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",3.991,
"POL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2018",3.758,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1965",4.974,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1966",5.471,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1967",4.475,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1968",4.321,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1969",4.269,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1970",3.976,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1971",4.218,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1972",4.26,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1973",4.684,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1974",4.16,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1975",2.502,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1976",1.639,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1977",1.64,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1978",1.466,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1979",1.493,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1980",1.427,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1981",1.459,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1982",1.471,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1983",1.754,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1984",1.741,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1985",1.895,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1986",1.829,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1987",2.02,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1988",1.901,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1989",1.515,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1990",2.712,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1991",2.681,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1992",2.316,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1993",2.436,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1994",2.398,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",3.166,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",2.917,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",2.942,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",3.325,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",3.735,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",3.68,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",3.465,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",3.642,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",3.533,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",3.523,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",3.668,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",3.809,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",4.092,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",3.758,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",3.629,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",3.537,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",3.417,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",3.304,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",3.285,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",3.589,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",3.718,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",3.702,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",3.944,
"PRT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2018",4.068,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",1.423,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",1.694,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",1.77,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",1.753,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",1.834,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",1.823,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",1.769,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",1.785,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",1.749,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",1.705,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",1.569,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",1.486,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",1.329,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",1.263,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",1.445,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",1.461,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",1.415,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",1.534,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",1.458,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",1.396,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",1.32,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",1.325,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",1.284,
"SVK","TAXPROPERTY","TOT","PC_TOT_TAX","A","2018",1.238,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1965",6.363,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1966",6.416,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1967",5.278,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1968",5.835,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1969",6.159,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1970",6.515,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1971",6.371,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1972",6.684,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1973",6.579,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1974",6.936,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1975",6.309,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1976",5.875,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1977",5.344,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1978",5.158,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1979",5.015,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1980",4.563,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1981",5.945,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1982",6.481,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1983",6.391,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1984",6.217,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1985",5.938,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1986",5.106,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1987",4.866,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1988",5.255,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1989",5.065,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1990",5.516,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1991",4.956,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1992",4.793,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1993",5.018,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1994",5.633,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",5.602,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",5.448,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",5.821,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",6.067,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",6.287,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",6.431,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",6.354,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",6.678,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",7.397,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",7.975,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",8.53,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",8.886,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",8.179,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",7.147,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",6.77,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",6.603,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",6.235,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",6.53,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",7.171,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",7.468,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",7.642,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",7.66,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",7.486,
"ESP","TAXPROPERTY","TOT","PC_TOT_TAX","A","2018",7.26,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1965",1.78,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1966",1.603,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1967",1.608,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1968",1.571,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1969",1.502,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1970",1.452,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1971",1.301,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1972",1.254,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1973",1.241,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1974",1.007,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1975",1.113,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1976",1.051,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1977",0.9,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1978",0.833,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1979",0.912,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1980",0.935,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1981",0.885,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1982",1.015,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1983",1.666,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1984",1.635,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1985",2.343,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1986",2.8,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1987",5.782,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1988",3.12,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1989",3.349,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1990",3.523,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1991",4.03,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1992",3.582,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1993",3.207,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1994",3.207,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",2.707,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",3.628,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",3.79,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",3.583,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",3.531,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",3.421,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",3.166,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",3.218,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",3.17,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",3.177,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",2.96,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",2.948,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",2.443,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",2.322,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",2.365,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",2.4,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",2.35,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",2.394,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",2.546,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",2.501,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",2.424,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",2.386,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",2.237,
"SWE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2018",2.165,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1965",9.86,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1966",9.435,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1967",9.631,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1968",9.968,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1969",9.759,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1970",9.886,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1971",9.937,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1972",9.822,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1973",8.917,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1974",8.332,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1975",8.019,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1976",7.879,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1977",8.039,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1978",8.089,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1979",8.342,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1980",8.257,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1981",8.372,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1982",8.445,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1983",8.763,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1984",8.654,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1985",9.327,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1986",9.618,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1987",9.748,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1988",9.497,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1989",9.91,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1990",8.886,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1991",8.172,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1992",8.15,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1993",8.467,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1994",8.608,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",8.112,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",8.373,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",8.842,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",9.624,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",9.982,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",9.667,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",9.442,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",9.049,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",8.781,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",8.999,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",8.414,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",8.411,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",8.046,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",7.624,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",7.66,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",7.608,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",7.287,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",6.813,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",6.936,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",7.147,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",7.234,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",7.355,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",7.558,
"CHE","TAXPROPERTY","TOT","PC_TOT_TAX","A","2018",7.623,
"TUR","TAXPROPERTY","TOT","PC_TOT_TAX","A","1965",10.529,
